Size,Insertion/Deletion Frequency,Search Randomness,Search Prediction,Data Structure
6192,0.645,0.436,31,HASH_MAP
22608,0.471,0.099,403,HASH_MAP
39792,0.829,0.262,674,HASH_MAP
7824,0.163,0.1,101,HASH_MAP
37296,0.777,0.47,336,HASH_MAP
144,0.012,0.292,3,SEQUENCE
36432,0.759,0.033,663,HASH_MAP
12816,0.267,0.362,219,HASH_MAP
1344,0.224,0.327,28,SINGLY_LINKED_LIST
20784,0.433,0.354,19,HASH_MAP
7344,0.765,0.469,9,SINGLY_LINKED_LIST
2736,0.456,0.153,4,SINGLY_LINKED_LIST
8592,0.358,0.278,164,HASH_MAP
8976,0.374,0.445,117,HASH_MAP
1584,0.33,0.47,7,SINGLY_LINKED_LIST
17712,0.738,0.071,6,HASH_MAP
1008,0.084,0.013,14,HASH_MAP
3312,0.138,0.103,69,SEQUENCE
37584,0.783,0.038,472,HASH_MAP
21552,0.449,0.477,332,HASH_MAP
3024,0.63,0.055,61,SEQUENCE
3312,0.138,0.43,68,SEQUENCE
3888,0.81,0.252,32,SEQUENCE
16944,0.353,0.214,127,HASH_MAP
4656,0.097,0.226,72,SEQUENCE
768,0.64,0.159,15,SEQUENCE
2928,0.305,0.26,41,HASH_MAP
33456,0.697,0.223,527,HASH_MAP
3024,0.252,0.12,9,TREE_MAP
3216,0.067,0.241,18,HASH_MAP
144,0.015,0.103,2,SEQUENCE
10416,0.217,0.091,153,HASH_MAP
8976,0.187,0.168,31,HASH_MAP
8208,0.342,0.336,132,HASH_MAP
37776,0.787,0.15,526,HASH_MAP
19824,0.826,0.42,253,HASH_MAP
13872,0.578,0.38,117,HASH_MAP
10704,0.892,0.295,162,HASH_MAP
1968,0.328,0.406,16,SEQUENCE
13776,0.574,0.07,256,HASH_MAP
32112,0.669,0.176,174,HASH_MAP
42192,0.879,0.193,596,HASH_MAP
1392,0.29,0.174,18,TREE_MAP
46032,0.959,0.306,336,HASH_MAP
20304,0.846,0.091,198,HASH_MAP
5904,0.246,0.474,6,HASH_MAP
35856,0.747,0.404,276,HASH_MAP
5808,0.242,0.322,101,SEQUENCE
10224,0.852,0.272,195,SEQUENCE
4656,0.194,0.299,6,HASH_MAP
576,0.48,0.369,1,SINGLY_LINKED_LIST
15696,0.327,0.43,236,HASH_MAP
4992,0.832,0.041,58,SEQUENCE
192,0.032,0.41,2,TREE_MAP
25008,0.521,0.273,384,HASH_MAP
7248,0.604,0.287,118,HASH_MAP
39888,0.831,0.156,50,SINGLY_LINKED_LIST
10896,0.908,0.34,163,SINGLY_LINKED_LIST
2736,0.57,0.178,18,SEQUENCE
31728,0.661,0.127,638,HASH_MAP
34896,0.727,0.375,144,HASH_MAP
5904,0.492,0.238,120,HASH_MAP
336,0.07,0.196,2,TREE_MAP
3312,0.69,0.418,23,SEQUENCE
21168,0.882,0.433,283,HASH_MAP
25488,0.531,0.101,439,HASH_MAP
9744,0.203,0.185,68,HASH_MAP
3648,0.608,0.224,70,SEQUENCE
27216,0.567,0.125,409,HASH_MAP
10512,0.876,0.36,60,SINGLY_LINKED_LIST
19344,0.403,0.336,290,HASH_MAP
10608,0.884,0.341,137,HASH_MAP
3984,0.332,0.168,14,SEQUENCE
14064,0.586,0.156,66,HASH_MAP
22128,0.461,0.039,229,HASH_MAP
10992,0.458,0.297,118,HASH_MAP
11376,0.237,0.459,125,HASH_MAP
528,0.044,0.363,9,HASH_MAP
8976,0.187,0.247,31,HASH_MAP
2352,0.196,0.283,15,SEQUENCE
5088,0.848,0.091,81,HASH_MAP
43056,0.897,0.472,676,HASH_MAP
21264,0.443,0.152,377,HASH_MAP
18864,0.786,0.438,179,HASH_MAP
48,0.25,0.459,0,SINGLY_LINKED_LIST
19728,0.822,0.074,365,HASH_MAP
144,0.06,0.182,2,SINGLY_LINKED_LIST
18768,0.391,0.449,147,HASH_MAP
13488,0.281,0.419,186,HASH_MAP
36432,0.759,0.051,127,HASH_MAP
16656,0.694,0.271,149,HASH_MAP
3024,0.504,0.241,51,SEQUENCE
288,0.24,0.413,4,SINGLY_LINKED_LIST
15504,0.323,0.034,220,HASH_MAP
26256,0.547,0.292,423,HASH_MAP
8016,0.334,0.14,150,HASH_MAP
11664,0.486,0.23,4,SINGLY_LINKED_LIST
19056,0.794,0.302,280,HASH_MAP
5808,0.484,0.136,111,HASH_MAP
48,0.025,0.214,1,SEQUENCE
7248,0.302,0.036,65,HASH_MAP
28752,0.599,0.274,318,HASH_MAP
5808,0.121,0.479,29,HASH_MAP
40464,0.843,0.116,519,HASH_MAP
2736,0.456,0.06,22,HASH_MAP
20688,0.431,0.466,229,HASH_MAP
816,0.34,0.434,14,SEQUENCE
12912,0.269,0.254,44,HASH_MAP
35568,0.741,0.063,581,HASH_MAP
22512,0.469,0.406,284,HASH_MAP
38064,0.793,0.151,388,HASH_MAP
11856,0.494,0.253,189,HASH_MAP
43824,0.913,0.022,583,HASH_MAP
34416,0.717,0.167,112,HASH_MAP
1632,0.272,0.104,25,SEQUENCE
6576,0.548,0.289,4,HASH_MAP
1776,0.74,0.267,4,SINGLY_LINKED_LIST
15216,0.634,0.074,236,HASH_MAP
6384,0.532,0.002,19,SEQUENCE
7248,0.604,0.48,20,SINGLY_LINKED_LIST
1056,0.88,0.237,8,SINGLY_LINKED_LIST
46416,0.967,0.095,635,HASH_MAP
48,0.125,0.442,0,SINGLY_LINKED_LIST
5184,0.864,0.421,56,SINGLY_LINKED_LIST
336,0.875,0.242,4,SINGLY_LINKED_LIST
336,0.014,0.421,2,HASH_MAP
14256,0.297,0.385,129,HASH_MAP
9744,0.203,0.14,10,HASH_MAP
7152,0.745,0.215,24,HASH_MAP
1296,0.675,0.193,25,SINGLY_LINKED_LIST
24048,0.501,0.149,393,HASH_MAP
2976,0.496,0.092,20,SEQUENCE
3408,0.568,0.098,34,TREE_MAP
20016,0.834,0.449,330,HASH_MAP
1296,0.054,0.071,4,HASH_MAP
6096,0.254,0.291,62,HASH_MAP
3024,0.252,0.193,14,SEQUENCE
912,0.152,0.244,3,SEQUENCE
11088,0.462,0.208,171,HASH_MAP
7344,0.306,0.019,143,HASH_MAP
9264,0.386,0.227,29,HASH_MAP
21648,0.451,0.216,313,HASH_MAP
1152,0.96,0.02,21,SINGLY_LINKED_LIST
16272,0.339,0.387,101,HASH_MAP
2928,0.122,0.23,35,HASH_MAP
3792,0.316,0.127,31,HASH_MAP
23664,0.986,0.341,418,HASH_MAP
30864,0.643,0.026,211,HASH_MAP
1296,0.108,0.334,8,TREE_MAP
4272,0.178,0.423,82,HASH_MAP
432,0.036,0.041,6,HASH_MAP
4176,0.087,0.025,81,HASH_MAP
2928,0.488,0.137,11,TREE_MAP
6672,0.556,0.166,75,HASH_MAP
14736,0.307,0.35,176,HASH_MAP
912,0.019,0.319,6,SEQUENCE
8208,0.342,0.211,54,HASH_MAP
21072,0.878,0.053,209,HASH_MAP
18768,0.782,0.473,310,HASH_MAP
912,0.152,0.235,0,SINGLY_LINKED_LIST
15408,0.321,0.226,40,HASH_MAP
4368,0.455,0.067,34,SEQUENCE
7632,0.636,0.311,21,HASH_MAP
912,0.95,0.36,4,SINGLY_LINKED_LIST
8688,0.181,0.053,51,HASH_MAP
5328,0.111,0.297,41,HASH_MAP
5568,0.928,0.253,25,SINGLY_LINKED_LIST
336,0.028,0.189,1,HASH_MAP
22512,0.938,0.439,166,HASH_MAP
10896,0.227,0.121,17,HASH_MAP
25872,0.539,0.223,150,HASH_MAP
4368,0.182,0.273,4,HASH_MAP
11952,0.249,0.411,153,HASH_MAP
8112,0.676,0.458,158,HASH_MAP
5568,0.928,0.063,11,SEQUENCE
336,0.056,0.076,7,SINGLY_LINKED_LIST
13872,0.578,0.427,162,HASH_MAP
1392,0.058,0.1,16,SEQUENCE
4368,0.091,0.085,81,HASH_MAP
10896,0.454,0.158,165,HASH_MAP
27408,0.571,0.08,202,HASH_MAP
29424,0.613,0.049,199,HASH_MAP
1776,0.074,0.177,10,SEQUENCE
41712,0.869,0.301,383,HASH_MAP
4656,0.97,0.066,63,SINGLY_LINKED_LIST
15888,0.331,0.11,67,HASH_MAP
3504,0.146,0.109,43,SEQUENCE
1392,0.58,0.352,23,SEQUENCE
20688,0.431,0.294,135,HASH_MAP
3888,0.405,0.116,51,SINGLY_LINKED_LIST
47472,0.989,0.107,761,HASH_MAP
44304,0.923,0.019,772,HASH_MAP
21936,0.457,0.174,261,HASH_MAP
36624,0.763,0.008,338,HASH_MAP
6768,0.282,0.382,9,HASH_MAP
3072,0.512,0.449,8,SINGLY_LINKED_LIST
4272,0.356,0.247,64,HASH_MAP
5424,0.565,0.172,62,HASH_MAP
46992,0.979,0.3,111,SINGLY_LINKED_LIST
4176,0.87,0.016,84,SINGLY_LINKED_LIST
288,0.24,0.343,4,SINGLY_LINKED_LIST
3312,0.138,0.094,8,TREE_MAP
816,0.068,0.445,6,HASH_MAP
24528,0.511,0.349,251,HASH_MAP
16368,0.682,0.329,232,HASH_MAP
39216,0.817,0.254,259,HASH_MAP
20496,0.854,0.344,210,HASH_MAP
7248,0.755,0.201,91,HASH_MAP
1872,0.312,0.116,22,SEQUENCE
1392,0.29,0.228,7,SEQUENCE
4848,0.505,0.089,53,HASH_MAP
22608,0.471,0.15,54,HASH_MAP
14448,0.602,0.247,300,HASH_MAP
5328,0.555,0.363,58,HASH_MAP
11856,0.247,0.336,83,HASH_MAP
624,0.065,0.392,8,HASH_MAP
44208,0.921,0.097,45,HASH_MAP
3216,0.134,0.291,35,HASH_MAP
336,0.7,0.022,5,SINGLY_LINKED_LIST
29232,0.609,0.224,445,HASH_MAP
13104,0.273,0.414,188,HASH_MAP
13392,0.279,0.253,248,HASH_MAP
1104,0.115,0.13,14,SEQUENCE
22704,0.946,0.408,158,SINGLY_LINKED_LIST
16176,0.337,0.476,147,HASH_MAP
5712,0.238,0.4,15,HASH_MAP
48,0.1,0.269,1,SEQUENCE
4752,0.198,0.115,22,SEQUENCE
10896,0.454,0.221,102,HASH_MAP
22512,0.469,0.326,279,HASH_MAP
5808,0.484,0.091,47,TREE_MAP
4656,0.097,0.372,64,HASH_MAP
96,0.4,0.319,1,SINGLY_LINKED_LIST
9744,0.203,0.284,137,HASH_MAP
21072,0.878,0.301,1,HASH_MAP
30288,0.631,0.279,577,HASH_MAP
11088,0.231,0.472,115,HASH_MAP
6864,0.715,0.456,12,TREE_MAP
27408,0.571,0.019,468,HASH_MAP
17136,0.357,0.293,208,HASH_MAP
4944,0.103,0.188,100,HASH_MAP
15792,0.329,0.161,247,HASH_MAP
36336,0.757,0.211,303,HASH_MAP
42864,0.893,0.359,401,HASH_MAP
34512,0.719,0.446,531,HASH_MAP
46992,0.979,0.214,66,SINGLY_LINKED_LIST
144,0.75,0.103,2,SINGLY_LINKED_LIST
624,0.052,0.108,12,SINGLY_LINKED_LIST
25584,0.533,0.096,162,HASH_MAP
13104,0.546,0.28,238,HASH_MAP
2064,0.43,0.316,32,SEQUENCE
38352,0.799,0.469,713,HASH_MAP
5136,0.214,0.076,53,SEQUENCE
624,0.013,0.346,8,HASH_MAP
19152,0.798,0.045,396,HASH_MAP
11664,0.972,0.427,193,SINGLY_LINKED_LIST
7824,0.815,0.251,18,HASH_MAP
3024,0.063,0.443,50,HASH_MAP
22992,0.479,0.228,255,HASH_MAP
28464,0.593,0.435,239,HASH_MAP
8208,0.342,0.354,71,HASH_MAP
3792,0.316,0.072,61,HASH_MAP
11856,0.988,0.402,24,SINGLY_LINKED_LIST
1872,0.078,0.252,27,TREE_MAP
48,0.5,0.041,0,SINGLY_LINKED_LIST
912,0.095,0.421,19,HASH_MAP
18672,0.389,0.217,362,HASH_MAP
23568,0.982,0.251,211,HASH_MAP
1104,0.184,0.341,18,SEQUENCE
1968,0.328,0.062,5,SINGLY_LINKED_LIST
8496,0.885,0.4,15,SINGLY_LINKED_LIST
43248,0.901,0.205,139,HASH_MAP
15024,0.313,0.121,190,HASH_MAP
13968,0.582,0.287,60,HASH_MAP
336,0.28,0.288,6,SEQUENCE
28848,0.601,0.067,280,HASH_MAP
3408,0.071,0.345,36,HASH_MAP
40944,0.853,0.131,232,HASH_MAP
4848,0.808,0.21,51,HASH_MAP
1056,0.88,0.358,3,SINGLY_LINKED_LIST
36432,0.759,0.185,207,HASH_MAP
4944,0.515,0.105,30,HASH_MAP
5712,0.238,0.191,2,SEQUENCE
35088,0.731,0.069,5,SINGLY_LINKED_LIST
3984,0.415,0.437,68,SEQUENCE
6288,0.262,0.164,96,HASH_MAP
2112,0.352,0.083,22,SEQUENCE
29232,0.609,0.262,344,HASH_MAP
144,0.375,0.266,3,SINGLY_LINKED_LIST
336,0.035,0.308,5,SEQUENCE
2256,0.235,0.06,11,HASH_MAP
16272,0.339,0.136,170,HASH_MAP
30288,0.631,0.032,301,HASH_MAP
144,0.015,0.149,3,SEQUENCE
40752,0.849,0.127,422,HASH_MAP
7344,0.765,0.034,59,HASH_MAP
3696,0.616,0.443,37,HASH_MAP
45936,0.957,0.131,368,SINGLY_LINKED_LIST
37488,0.781,0.141,79,HASH_MAP
7728,0.805,0.278,96,HASH_MAP
23472,0.489,0.066,135,HASH_MAP
4656,0.97,0.033,17,HASH_MAP
23472,0.978,0.469,7,SINGLY_LINKED_LIST
48,0.02,0.058,1,SINGLY_LINKED_LIST
46992,0.979,0.24,626,HASH_MAP
5328,0.222,0.207,77,HASH_MAP
1392,0.116,0.176,10,HASH_MAP
4272,0.89,0.26,46,SINGLY_LINKED_LIST
33648,0.701,0.257,440,HASH_MAP
192,0.8,0.123,0,SINGLY_LINKED_LIST
8016,0.167,0.426,98,HASH_MAP
1392,0.145,0.374,26,HASH_MAP
44592,0.929,0.139,543,HASH_MAP
2832,0.472,0.075,55,SEQUENCE
2352,0.049,0.222,10,HASH_MAP
2736,0.228,0.178,24,SINGLY_LINKED_LIST
19824,0.826,0.478,256,HASH_MAP
19248,0.401,0.242,136,HASH_MAP
432,0.225,0.035,9,SEQUENCE
25104,0.523,0.322,443,HASH_MAP
6288,0.131,0.399,90,SEQUENCE
5712,0.119,0.297,57,HASH_MAP
26736,0.557,0.288,13,HASH_MAP
8976,0.187,0.127,100,HASH_MAP
30384,0.633,0.031,492,HASH_MAP
5472,0.912,0.472,66,HASH_MAP
1296,0.135,0.213,2,HASH_MAP
816,0.085,0.17,6,TREE_MAP
22608,0.471,0.475,114,HASH_MAP
25296,0.527,0.286,303,HASH_MAP
3408,0.355,0.28,53,TREE_MAP
4176,0.348,0.357,34,HASH_MAP
8208,0.684,0.09,13,SINGLY_LINKED_LIST
10416,0.217,0.33,12,HASH_MAP
10896,0.454,0.29,13,HASH_MAP
27504,0.573,0.246,371,HASH_MAP
19632,0.409,0.251,209,HASH_MAP
1872,0.156,0.254,37,SEQUENCE
4128,0.688,0.201,41,SINGLY_LINKED_LIST
4752,0.198,0.057,98,HASH_MAP
17232,0.359,0.14,293,HASH_MAP
624,0.013,0.227,2,HASH_MAP
1296,0.216,0.084,26,SEQUENCE
144,0.075,0.394,2,SEQUENCE
12048,0.502,0.443,175,HASH_MAP
13488,0.562,0.248,12,SINGLY_LINKED_LIST
21456,0.894,0.205,322,HASH_MAP
34416,0.717,0.253,318,HASH_MAP
1968,0.205,0.168,7,HASH_MAP
8496,0.708,0.473,155,HASH_MAP
22704,0.946,0.202,366,HASH_MAP
9168,0.191,0.359,126,HASH_MAP
29904,0.623,0.327,17,HASH_MAP
15696,0.654,0.437,324,HASH_MAP
25488,0.531,0.089,202,HASH_MAP
24048,0.501,0.478,58,HASH_MAP
1776,0.148,0.181,9,SEQUENCE
4752,0.792,0.372,16,SINGLY_LINKED_LIST
32592,0.679,0.225,581,HASH_MAP
9936,0.414,0.33,29,HASH_MAP
18384,0.383,0.437,201,HASH_MAP
15792,0.329,0.229,233,HASH_MAP
144,0.6,0.129,0,SINGLY_LINKED_LIST
528,0.055,0.414,2,SEQUENCE
1008,0.42,0.109,15,SEQUENCE
432,0.009,0.226,3,SEQUENCE
46608,0.971,0.194,862,HASH_MAP
2448,0.204,0.473,21,HASH_MAP
26736,0.557,0.451,109,HASH_MAP
384,0.064,0.267,4,SEQUENCE
672,0.56,0.296,1,SINGLY_LINKED_LIST
5328,0.111,0.019,96,HASH_MAP
1968,0.205,0.019,26,HASH_MAP
9936,0.828,0.287,13,HASH_MAP
48,0.004,0.429,1,SEQUENCE
21744,0.453,0.203,329,HASH_MAP
11568,0.482,0.043,143,HASH_MAP
3504,0.073,0.28,63,HASH_MAP
7536,0.157,0.241,57,HASH_MAP
23184,0.966,0.152,143,SINGLY_LINKED_LIST
96,0.08,0.306,1,SEQUENCE
3312,0.276,0.362,5,HASH_MAP
432,0.9,0.274,5,SINGLY_LINKED_LIST
18096,0.754,0.021,142,HASH_MAP
5424,0.452,0.35,36,SINGLY_LINKED_LIST
4464,0.372,0.306,4,HASH_MAP
5808,0.121,0.394,10,HASH_MAP
11664,0.486,0.279,161,HASH_MAP
27792,0.579,0.063,81,HASH_MAP
3408,0.355,0.059,66,SEQUENCE
3984,0.664,0.394,82,HASH_MAP
4128,0.688,0.128,26,HASH_MAP
10416,0.868,0.468,4,SINGLY_LINKED_LIST
18288,0.762,0.434,247,HASH_MAP
13584,0.566,0.08,140,HASH_MAP
9168,0.955,0.07,49,SINGLY_LINKED_LIST
4656,0.194,0.206,32,HASH_MAP
12144,0.506,0.108,89,HASH_MAP
3312,0.138,0.122,11,HASH_MAP
11088,0.462,0.416,36,SEQUENCE
6576,0.685,0.038,33,HASH_MAP
4272,0.356,0.349,39,HASH_MAP
22704,0.946,0.366,333,SINGLY_LINKED_LIST
30384,0.633,0.362,233,HASH_MAP
1104,0.575,0.14,20,SINGLY_LINKED_LIST
16848,0.351,0.105,283,HASH_MAP
144,0.075,0.194,0,SINGLY_LINKED_LIST
12816,0.534,0.162,181,HASH_MAP
27504,0.573,0.384,336,HASH_MAP
7248,0.151,0.269,57,HASH_MAP
11952,0.996,0.081,56,HASH_MAP
3792,0.395,0.251,39,SEQUENCE
14832,0.618,0.419,160,HASH_MAP
24624,0.513,0.274,471,HASH_MAP
20496,0.854,0.126,97,HASH_MAP
1104,0.046,0.127,3,TREE_MAP
3984,0.332,0.129,4,HASH_MAP
26544,0.553,0.324,18,SINGLY_LINKED_LIST
3312,0.69,0.396,25,SEQUENCE
4368,0.91,0.212,73,SEQUENCE
2832,0.059,0.207,24,HASH_MAP
7248,0.151,0.267,87,SEQUENCE
41328,0.861,0.246,153,HASH_MAP
4848,0.808,0.225,99,SINGLY_LINKED_LIST
5904,0.492,0.01,9,HASH_MAP
9552,0.796,0.091,32,HASH_MAP
32688,0.681,0.224,631,HASH_MAP
37008,0.771,0.107,271,HASH_MAP
816,0.034,0.299,12,HASH_MAP
48,0.02,0.46,1,SINGLY_LINKED_LIST
24528,0.511,0.41,222,HASH_MAP
912,0.95,0.05,13,SINGLY_LINKED_LIST
32592,0.679,0.29,657,HASH_MAP
42384,0.883,0.096,452,HASH_MAP
2256,0.188,0.215,26,HASH_MAP
21264,0.886,0.005,390,HASH_MAP
6192,0.129,0.48,4,HASH_MAP
23472,0.489,0.392,146,HASH_MAP
2064,0.086,0.303,29,HASH_MAP
20112,0.838,0.239,196,HASH_MAP
12528,0.522,0.124,17,HASH_MAP
6096,0.254,0.015,14,HASH_MAP
15792,0.329,0.311,61,HASH_MAP
1152,0.96,0.294,12,SINGLY_LINKED_LIST
13392,0.279,0.025,231,HASH_MAP
44112,0.919,0.277,17,SINGLY_LINKED_LIST
20112,0.419,0.375,145,HASH_MAP
3504,0.73,0.057,14,SEQUENCE
8976,0.748,0.17,111,SINGLY_LINKED_LIST
816,0.85,0.213,16,SINGLY_LINKED_LIST
8304,0.346,0.439,21,SINGLY_LINKED_LIST
23952,0.499,0.078,483,HASH_MAP
144,0.3,0.173,3,SINGLY_LINKED_LIST
11568,0.482,0.239,82,HASH_MAP
13392,0.558,0.295,91,HASH_MAP
33072,0.689,0.439,552,HASH_MAP
7632,0.159,0.089,141,HASH_MAP
6576,0.137,0.342,53,HASH_MAP
29232,0.609,0.341,15,HASH_MAP
48,0.125,0.433,1,SINGLY_LINKED_LIST
1968,0.164,0.426,37,HASH_MAP
22032,0.459,0.331,424,HASH_MAP
4848,0.202,0.066,93,SEQUENCE
19728,0.822,0.014,370,HASH_MAP
48,0.002,0.149,1,SEQUENCE
144,0.003,0.258,3,SEQUENCE
40656,0.847,0.47,689,HASH_MAP
4464,0.186,0.31,49,HASH_MAP
4656,0.485,0.096,69,TREE_MAP
4896,0.816,0.448,85,SINGLY_LINKED_LIST
3696,0.385,0.282,17,SEQUENCE
22704,0.473,0.36,144,HASH_MAP
18384,0.383,0.261,296,HASH_MAP
10416,0.434,0.126,59,HASH_MAP
34224,0.713,0.303,204,HASH_MAP
13872,0.289,0.201,191,HASH_MAP
38736,0.807,0.185,313,HASH_MAP
43056,0.897,0.197,886,HASH_MAP
27216,0.567,0.187,437,HASH_MAP
39888,0.831,0.292,308,HASH_MAP
7824,0.163,0.091,155,HASH_MAP
31152,0.649,0.207,372,HASH_MAP
5712,0.595,0.101,67,HASH_MAP
1392,0.232,0.199,21,SEQUENCE
3696,0.385,0.04,33,SINGLY_LINKED_LIST
2352,0.098,0.207,10,HASH_MAP
384,0.064,0.131,2,SEQUENCE
24624,0.513,0.297,191,HASH_MAP
4272,0.712,0.075,68,HASH_MAP
3888,0.081,0.421,5,SEQUENCE
1776,0.925,0.471,10,SEQUENCE
43344,0.903,0.236,651,HASH_MAP
1872,0.078,0.261,32,TREE_MAP
19632,0.818,0.204,352,HASH_MAP
14736,0.614,0.255,60,HASH_MAP
1488,0.31,0.213,15,SINGLY_LINKED_LIST
44592,0.929,0.437,403,HASH_MAP
336,0.014,0.088,2,SEQUENCE
37488,0.781,0.037,25,HASH_MAP
7056,0.294,0.168,16,HASH_MAP
16752,0.698,0.093,168,HASH_MAP
11568,0.964,0.237,208,SINGLY_LINKED_LIST
23664,0.493,0.109,223,HASH_MAP
4464,0.093,0.228,23,SEQUENCE
11856,0.988,0.066,233,SINGLY_LINKED_LIST
2976,0.496,0.337,61,SEQUENCE
5808,0.242,0.377,24,TREE_MAP
2256,0.376,0.144,21,SEQUENCE
32976,0.687,0.018,603,HASH_MAP
23952,0.998,0.024,13,SINGLY_LINKED_LIST
864,0.72,0.01,13,SEQUENCE
2592,0.432,0.259,28,SEQUENCE
21072,0.439,0.183,148,HASH_MAP
5136,0.856,0.027,33,SINGLY_LINKED_LIST
96,0.08,0.339,2,SEQUENCE
26928,0.561,0.242,93,HASH_MAP
22704,0.473,0.321,13,HASH_MAP
144,0.03,0.221,2,SEQUENCE
40752,0.849,0.31,255,HASH_MAP
1968,0.41,0.247,33,SEQUENCE
3792,0.316,0.016,31,SINGLY_LINKED_LIST
5712,0.238,0.152,4,HASH_MAP
23472,0.978,0.008,110,SINGLY_LINKED_LIST
2448,0.255,0.028,49,SEQUENCE
27696,0.577,0.279,550,HASH_MAP
1488,0.062,0.334,23,TREE_MAP
672,0.112,0.106,5,SEQUENCE
17616,0.734,0.101,296,HASH_MAP
18576,0.774,0.15,321,HASH_MAP
41616,0.867,0.067,375,HASH_MAP
33552,0.699,0.446,479,HASH_MAP
2352,0.196,0.194,21,SEQUENCE
12528,0.261,0.07,95,HASH_MAP
28176,0.587,0.222,131,HASH_MAP
13584,0.283,0.042,187,HASH_MAP
8688,0.181,0.258,48,HASH_MAP
7056,0.294,0.103,139,HASH_MAP
624,0.65,0.274,5,SINGLY_LINKED_LIST
38544,0.803,0.251,474,HASH_MAP
32976,0.687,0.365,1,HASH_MAP
6768,0.564,0.165,34,HASH_MAP
18288,0.762,0.194,178,HASH_MAP
8688,0.362,0.263,177,HASH_MAP
16176,0.674,0.35,210,HASH_MAP
528,0.088,0.299,6,SEQUENCE
22128,0.922,0.439,77,HASH_MAP
39408,0.821,0.01,196,HASH_MAP
3792,0.316,0.3,42,HASH_MAP
39408,0.821,0.358,410,HASH_MAP
20688,0.862,0.26,347,HASH_MAP
39408,0.821,0.356,624,HASH_MAP
19824,0.413,0.017,375,HASH_MAP
9744,0.203,0.237,137,HASH_MAP
14544,0.303,0.007,133,HASH_MAP
3408,0.284,0.123,7,HASH_MAP
1584,0.165,0.116,23,SEQUENCE
528,0.55,0.241,0,SINGLY_LINKED_LIST
38352,0.799,0.43,302,HASH_MAP
11088,0.924,0.045,221,SINGLY_LINKED_LIST
35088,0.731,0.013,175,HASH_MAP
5904,0.246,0.229,62,HASH_MAP
4512,0.752,0.239,73,HASH_MAP
6384,0.133,0.211,59,HASH_MAP
13296,0.554,0.324,125,SEQUENCE
17904,0.746,0.262,159,HASH_MAP
47664,0.993,0.165,144,SINGLY_LINKED_LIST
1392,0.058,0.021,1,HASH_MAP
1392,0.232,0.005,15,SEQUENCE
12144,0.506,0.272,16,HASH_MAP
2256,0.235,0.073,18,SINGLY_LINKED_LIST
15312,0.319,0.23,55,HASH_MAP
19152,0.399,0.332,89,HASH_MAP
1584,0.165,0.2,0,SINGLY_LINKED_LIST
1104,0.023,0.392,19,HASH_MAP
8784,0.366,0.219,146,HASH_MAP
15696,0.327,0.269,15,HASH_MAP
4368,0.455,0.161,34,SEQUENCE
432,0.072,0.244,7,SINGLY_LINKED_LIST
17616,0.367,0.182,240,HASH_MAP
4656,0.776,0.14,44,SEQUENCE
48,0.001,0.096,1,SEQUENCE
10128,0.422,0.407,131,HASH_MAP
12336,0.514,0.44,116,HASH_MAP
8784,0.732,0.424,6,SINGLY_LINKED_LIST
96,0.4,0.232,2,SINGLY_LINKED_LIST
7056,0.294,0.15,80,HASH_MAP
5808,0.242,0.226,16,HASH_MAP
11952,0.996,0.397,235,SINGLY_LINKED_LIST
144,0.6,0.418,2,SINGLY_LINKED_LIST
14928,0.311,0.429,110,HASH_MAP
20496,0.427,0.161,238,HASH_MAP
5712,0.119,0.282,47,SEQUENCE
17232,0.359,0.334,56,HASH_MAP
13392,0.558,0.225,161,HASH_MAP
22416,0.467,0.153,205,HASH_MAP
22992,0.958,0.295,86,HASH_MAP
5376,0.896,0.158,61,SINGLY_LINKED_LIST
29232,0.609,0.153,514,HASH_MAP
1968,0.164,0.046,3,SINGLY_LINKED_LIST
576,0.48,0.284,3,SINGLY_LINKED_LIST
26544,0.553,0.356,105,HASH_MAP
3024,0.315,0.231,3,HASH_MAP
34032,0.709,0.355,167,HASH_MAP
15024,0.313,0.278,69,HASH_MAP
42096,0.877,0.396,667,HASH_MAP
3792,0.395,0.017,57,HASH_MAP
41808,0.871,0.009,432,HASH_MAP
41904,0.873,0.414,157,HASH_MAP
4704,0.784,0.217,44,HASH_MAP
11664,0.972,0.091,104,SINGLY_LINKED_LIST
1104,0.46,0.057,17,SINGLY_LINKED_LIST
3024,0.63,0.226,49,SINGLY_LINKED_LIST
4752,0.495,0.121,90,SEQUENCE
5712,0.238,0.059,25,HASH_MAP
5424,0.565,0.355,48,HASH_MAP
3312,0.552,0.459,48,SEQUENCE
18192,0.758,0.193,183,HASH_MAP
2832,0.236,0.317,42,HASH_MAP
816,0.085,0.184,10,TREE_MAP
11472,0.956,0.018,85,HASH_MAP
7344,0.153,0.122,70,HASH_MAP
23856,0.994,0.265,364,SINGLY_LINKED_LIST
22704,0.473,0.139,312,HASH_MAP
21648,0.451,0.415,387,HASH_MAP
576,0.48,0.315,8,SINGLY_LINKED_LIST
18576,0.774,0.445,75,HASH_MAP
1872,0.078,0.458,23,SEQUENCE
3024,0.126,0.27,17,SEQUENCE
7056,0.294,0.185,70,HASH_MAP
3456,0.576,0.15,36,SEQUENCE
7056,0.588,0.374,70,HASH_MAP
7344,0.765,0.127,81,SINGLY_LINKED_LIST
5136,0.856,0.181,80,SEQUENCE
